Headlines,link,Date
https://www.hindustantimes.com/india-news/band-of-14-murder-convicts-in-bhopal-central-jail-turn-to-music-for-redemption/story-FSlJkUmc7ESnLiujGUyFWL.html,Band of 14 murder convicts in Bhopal Central Jail turn to music for redemption,
https://www.hindustantimes.com/india-news/pm-modi-meets-sultan-qaboos-india-oman-ink-8-agreements/story-90yHbQkz6QDgaVdhC0tF1J.html,"PM Modi meets Sultan Qaboos; India, Oman ink 8 agreements",
https://www.hindustantimes.com/india-news/sunjuwan-camp-attack-subedar-madan-lal-fought-militant-with-bare-hands-saved-kin/story-H6dgvlOGN0Y4F9vW2JJm6K.html,"Sunjuwan camp attack: Subedar Madan Lal fought militant with bare hands, saved family",
https://www.hindustantimes.com/india-news/sunjuwan-army-camp-attack-cops-find-hideout-militants-might-have-used/story-UxQpOK3JAAfDlp3biwUpqN.html,Sunjuwan army camp attack: Cops find hideout militants might have used,
https://www.hindustantimes.com/india-news/jammu-attack-civilian-interface-a-security-hazard-for-military-camps/story-cZWlpFa06s8EVBb8NWQcfL.html,Jammu attack: Civilian interface a security hazard for military camps,
https://www.hindustantimes.com/india-news/smokeless-crackers-this-diwali-first-prototype-made-in-mohali/story-yD7JON9fHwwtFJwD41brnM.html,Smokeless crackers this Diwali? First prototype made in Mohali,
https://www.hindustantimes.com/india-news/militant-attack-on-sunjuwan-army-camp-to-71-die-in-russia-plane-crash-top-stories-of-the-day/story-aRa6GlEsY7KVqCV9RBznXP.html,Militant attack on Sunjuwan Army camp to 71 die in Russia plane crash: Top stories of the day,
https://www.hindustantimes.com/india-news/rss-can-prepare-an-army-within-3-days-ready-to-fight-on-border-mohan-bhagwat/story-0CyzXKKgot5PxeF9wQPgyJ.html,"Army takes months, RSS can prepare a force within 3 days to fight on border: Mohan Bhagwat",
https://www.hindustantimes.com/india-news/9-juveniles-escape-from-ambala-observation-home/story-krhnTMdoIFN4tSws1QkHIM.html,9 juveniles escape from Ambala observation home,
https://www.hindustantimes.com/india-news/in-muscat-pm-modi-says-worked-hard-to-bring-india-out-of-congress-style-of-misgovernance/story-bXAmT47dYizQH4qvSJWzWP.html,"In Muscat, PM Modi says worked hard to bring India out of Congress ‘style of misgovernance’",
https://www.hindustantimes.com/india-news/state-govt-disputes-bjp-figure-of-centre-s-financial-aid-given-to-andhra-pradesh/story-8dYfCmdFd1jpAZKLNCyHjK.html,State govt disputes BJP figure of Centre’s financial aid given to Andhra Pradesh,
https://www.hindustantimes.com/india-news/kasganj-violence-bareilly-dm-set-to-face-action-for-facebook-post/story-3vxMRTZCe8ZDw4KzozvZ0I.html,Kasganj violence: Bareilly DM set to face action for Facebook post ,
https://www.hindustantimes.com/india-news/in-death-rajasthan-woman-pays-price-of-loving-a-dalit/story-uBRQEXcocgBV7VFIHsLqjL.html,"In death, Rajasthan woman pays price of loving a Dalit",
https://www.hindustantimes.com/india-news/scientists-to-hold-darwin-week-dispel-doubts-around-evolution/story-qNMiohprgo841g8Z198CNM.html,"Scientists to hold Darwin Week, dispel doubts around evolution",
https://www.hindustantimes.com/india-news/muslims-in-india-insecure-govt-trying-to-break-muslim-unity-aimplb/story-6QrsYiGIjZBIUK9OuUnjNI.html,"Muslims in India insecure, govt trying to break Muslim unity: AIMPLB ",
https://www.hindustantimes.com/india-news/reforms-in-law-and-order-and-agriculture-will-help-bjp-swing-gorakhpur-phulpur-s-bypolls-in-march-sunil-bansal/story-4zM5P7bzSkjC3rXgY9dSpL.html,"Reforms in law and order and agriculture will help BJP swing Gorakhpur, Phulpur’s bypolls in March: Sunil Bansal ",
https://www.hindustantimes.com/india-news/brexit-fails-to-dampen-spirit-of-scotch-but-india-sales-down/story-Oie1fAfKEzeW0fXc7aFrTJ.html,Brexit fails to dampen spirit of Scotch but India sales down,
https://www.hindustantimes.com/india-news/sunjuwan-army-camp-attack-nia-team-visits-base-attacked-by-jem-militants-in-jammu/story-cwXzhwWrfa0ZvMEqNy6hZM.html,Sunjuwan army camp attack: NIA team visits base attacked by JeM militants in Jammu,
https://www.hindustantimes.com/india-news/govt-saved-rs-56-000-crore-through-aadhaar-enabled-dbt-says-pm-modi-in-dubai/story-o4ITXloxhbsm86JfxAZJPM.html,"Govt saved Rs 56,000 crore through Aadhaar-enabled DBT, says PM Modi in Dubai",
https://www.hindustantimes.com/india-news/girl-injured-during-shopian-clashes-succumbs-to-injuries/story-om5cLKlhrstaK1vr7ffu0H.html,Girl injured during Shopian clashes succumbs to injuries,
https://www.hindustantimes.com/punjab/woman-killed-in-celebratory-firing-at-pre-wedding-function-in-hoshiarpur-bride-s-father-held/story-OobMs6aWHnexCugQ0Z5gkJ.html,"Woman killed in celebratory firing at pre-wedding function in Hoshiarpur, bride’s father held",
https://www.hindustantimes.com/india-news/sunjuwan-attack-pregnant-woman-injured-in-army-camp-strike-delivers-baby-girl/story-GFVKpiEMwCjBbAttcugGZO.html,"Sunjuwan attack: Rifleman’s wife shot in back, airlifted, delivers baby",
https://www.hindustantimes.com/india-news/amit-shah-accuses-left-cadres-of-looting-public-funds-urges-tripura-to-throw-out-lal-sarkar/story-F0uPTX3aaiTdqaSDz8apLP.html,"Amit Shah accuses Left cadres of ‘looting’ public funds, urges voters to throw out ‘Manik’s sarkar’ in Tripura",
https://www.hindustantimes.com/india-news/inx-media-case-ed-issues-fresh-summons-to-karti-chidambaram/story-K3X7BB38CUoNmi0YGFmWII.html,INX Media case: ED issues fresh summons to Karti Chidambaram,
https://www.hindustantimes.com/india-news/dress-code-for-govt-teachers-in-mp-maroon-jacket-for-women-navy-blue-for-men/story-kG6mAw9A3nWyJru7BmQCCL.html,"Dress code for govt teachers in MP: Maroon jacket for women, navy blue for men ",
https://www.hindustantimes.com/india-news/pm-modi-in-dubai-technology-must-be-used-as-means-to-development-not-destruction/story-qffFFmqZyw2NvYatq5wNtJ.html,"PM Modi in Dubai: Technology must be used as means to development, not destruction",
https://www.hindustantimes.com/india-news/mid-air-collision-averted-after-vistara-flight-comes-dangerously-close-to-air-india-aircraft/story-ay1AQagagzs5k4xynzKu7K.html,How Air India’s woman pilot averted a mid-air collision with Vistara flight ,
https://www.hindustantimes.com/india-news/bjp-s-vision-document-lists-goodies-for-poll-bound-tripura/story-MVgvo5fD0YIyHvZEflQdXN.html,Tripura polls: Arun Jaitley releases BJP’s vision document,
https://www.hindustantimes.com/india-news/there-s-no-gst-on-laughter-don-t-need-anyone-s-permission-to-laugh-renuka-chowdhury/story-DPUXRBj6233jMwWYPRAhbK.html,"There’s no GST on laughter, don’t need anyone’s permission to laugh: Renuka Chowdhury",
https://www.hindustantimes.com/india-news/five-soldiers-one-civilian-killed-as-militants-attack-jammu-s-sunjuwan-military-base/story-sTfnwCW55yQrGUvidJE5LK.html,"Five soldiers, one civilian killed as militants attack Jammu’s Sunjuwan military base ",
https://www.hindustantimes.com/india-news/govt-released-rs-9-940-crore-to-states-for-smart-cities-mission/story-oo0tPV8qrKTQL4iFWs9MqJ.html,"Govt released Rs 9,940 crore to states for Smart Cities Mission",
https://www.hindustantimes.com/india-news/pm-modi-discusses-trade-defence-cooperation-with-his-uae-counterpart-al-maktoum/story-WvukIkUBcTleVQe5K86bKK.html,"PM Modi discusses trade, defence cooperation with his UAE counterpart Al Maktoum",
https://www.hindustantimes.com/india-news/aimplb-decides-to-remove-salman-nadwi-from-board/story-6BiaS0nQJD6wnuAS8uUkaK.html,AIMPLB removes cleric Nadvi after his remarks over Babri issue,
https://www.hindustantimes.com/india-news/manesar-land-scam-hsiidc-had-opposed-issuing-of-licenses-to-builders-says-cbi/story-WXK80NsKIhfj9urWC0ux9J.html,"Manesar land scam: HSIIDC had opposed issuing of licenses to builders, says CBI",
https://www.hindustantimes.com/india-news/in-five-years-meghalaya-assembly-met-for-just-96-days/story-K5EdndNNa3Y4S3ZXzL3YOI.html,"In five years, Meghalaya assembly met for just 96 days",
https://www.hindustantimes.com/lucknow/allahabad-student-beaten-up-with-rod-and-bricks-dies/story-OqdxOX2J831kSc4QMp7GyN.html,"Allahabad: Student beaten up with rod and bricks, dies",
https://www.hindustantimes.com/india-news/pakistan-army-shells-civilian-areas-along-line-of-control-in-rajouri/story-zlVU3PoLvap0cpZJDHyaOP.html,Pakistan army shells civilian areas along Line of Control in Rajouri ,
https://www.hindustantimes.com/kolkata/bjp-going-all-out-to-induct-bharati-ghosh-get-trinamool-secrets/story-oOt6o9l0SGpliHkfqJ4h5H.html,"BJP going all out to induct Bharati Ghosh, get Trinamool secrets",
https://www.hindustantimes.com/india-news/bombay-hc-to-hear-pil-on-missing-notes-between-printing-press-and-rbi/story-WFbbBLIOzGMHans3X0oMrN.html,Bombay HC to hear PIL on missing notes between printing press and RBI,
https://www.hindustantimes.com/india-news/for-harmony-and-more-mothers-and-daughters-in-law-come-together-in-gujarat/story-cS6gx1zy7b6QEY8uJ0RdnI.html,"For harmony and more, mothers- and daughters-in-law come together in Gujarat",
https://www.hindustantimes.com/india-news/pm-modi-lays-foundation-stone-for-first-hindu-temple-in-abu-dhabi/story-lqtxjoVUvdnlXxmZ82HoXI.html,PM Modi lays foundation stone for first Hindu temple in Abu Dhabi,
https://www.hindustantimes.com/india-news/restrictions-imposed-in-kashmir-on-jklf-founder-s-death-anniversary/story-ohxo2eC4OdzWPC4y07R5zO.html,Restrictions imposed in Kashmir on JKLF founder’s death anniversary ,
https://www.hindustantimes.com/education/exam-anxiety-among-kids-worries-parents-equally/story-zRiBHPNLmflBkIjqKkATYM.html,‘Exam anxiety among kids worries parents equally’,
https://www.hindustantimes.com/education/over-10-lakh-students-skip-up-board-exams-in-four-days/story-awJBTJZO19CMysoh2TczmO.html,Over 10 lakh students skip UP board exams in four days,
https://www.hindustantimes.com/punjab/policy-up-for-feedback-punjab-teachers-with-own-kids-in-govt-schools-good-results-to-get-a-say-in-transfers/story-cVEdZTJUgqVPfHLoBLBl0H.html,"Policy up for feedback: Punjab teachers with own kids in govt schools, good results to get a say in transfers",
https://www.hindustantimes.com/education/pm-research-fellowship-scheme-cabinet-clears-direct-admissions-to-phd-stipend-up-to-rs-80-000/story-0FyBq6PNDADhuDFDfJKRPO.html,"PM Research Fellowship Scheme: Cabinet clears direct admissions to PhD, stipend up to Rs 80,000",
https://www.hindustantimes.com/education/ssc-constable-in-delhi-police-result-here-s-how-to-check/story-05eo56RQZFZP2OzEnD0eOP.html,"Delhi Police SSC Constable exam results declared, here’s how you can check ",
https://www.hindustantimes.com/mumbai-news/neet-registrations-begin-ensure-aadhaar-details-are-accurate-so-that-your-application-is-accepted/story-Z6eKCuNo7h4kI2b8r0oPCK.html,NEET registrations begin: Ensure Aadhaar details are accurate so that your application is accepted ,
https://www.hindustantimes.com/education/to-fill-vacancies-govt-may-bring-policy-to-reappoint-retired-faculty-members-of-iits-nits/story-Dh2nC5gPm2Xgw3aXAJsL2K.html,"To fill vacancies, govt may bring policy to reappoint retired faculty members of IITs, NITs",
https://www.hindustantimes.com/education/bihar-board-changes-exam-pattern-after-inter-questions-again-go-viral-six-detained/story-i8CPt6iNaZjMlbQ6qpmjrL.html,"Bihar board changes exam pattern after inter questions again go viral, six detained ",
https://www.hindustantimes.com/education/cbse-issues-neet-2018-notification-for-online-applications-but-website-isn-t-working/story-4zGKF3abA4sYANPKtEyjsK.html,"NEET 2018: Registration opens, exam to be held on May 6",
https://www.hindustantimes.com/education/cbse-ugc-net-july-2018-detailed-notification-soon-official-notification/story-wn8Js2SiMfX6q7eXDXUOFI.html,CBSE UGC NET July 2018 detailed notification soon: Official website,
https://www.hindustantimes.com/education/mppsc-prelims-2018-admit-card-released-at-mppsc-nic-in-here-s-how-to-download/story-QlLhIXCVv8HJQhItAYMs0N.html,"MPPSC prelims 2018 admit card released at mppsc.nic.in, here’s how to download",
https://www.hindustantimes.com/education/sainik-school-entrance-result-2018-declared-here-s-how-to-check/story-0nTpqSbGOCvjvh6Bf9AGcM.html,"Sainik School entrance result 2018 declared, here’s how to check ",
https://www.hindustantimes.com/business-news/gold-prices-rise-on-weaker-dollar-ahead-of-us-inflation-data/story-jjai6MoLBZ5cgMQj3R2qRJ.html,Gold prices rise on weaker dollar ahead of US inflation data,
https://www.hindustantimes.com/business-news/eight-tax-officers-to-handle-gst-related-queries-on-twitter/story-OhXrClAshQABkrouHMxszK.html,Eight tax officers to handle GST-related queries on Twitter,
https://www.hindustantimes.com/world-news/london-city-airport-closed-after-wwii-bomb-found-in-river-thames/story-jpd7W1hu7H3FOpePl7edgL.html,London City Airport closed after WWII bomb found in River Thames,
https://www.hindustantimes.com/education/5-lakh-students-quit-up-board-exams-midway-due-to-strict-measures-against-cheating/story-MMtTClsgOa2Fed2nMBKWhP.html,5 lakh students quit UP Board exams midway due to strict steps against cheating ,
https://www.hindustantimes.com/education/ncert-survey-maths-science-haunt-himachal-students/story-asoTgoswfuR9CFkpnJRJQN.html,"NCERT survey: Maths, science haunt Himachal students",
https://www.hindustantimes.com/punjab/bait-amid-crisis-punjab-objects-to-haryana-seeking-pu-tag-for-colleges/story-r3M4O9fISl6Er2YOf4CmQO.html,Bait amid crisis: Punjab objects to Haryana seeking PU tag for colleges ,
https://www.hindustantimes.com/education/union-cabinet-approves-prime-minister-s-research-fellows-scheme/story-6hoxcwkxf3HbJymsVEbBFJ.html,Union cabinet approves Prime Minister’s Research Fellows scheme,
https://www.hindustantimes.com/education/ibps-so-mains-result-2018-declared-at-ibps-in-here-s-how-to-access/story-CGrXUDsJGr9hDT9EQvtlCI.html,"IBPS SO mains result 2018 declared at ibps.in, Here’s how to access ",
https://www.hindustantimes.com/education/up-board-exams-2018-over-1-8-lakh-students-absent-on-first-day-says-official/story-yeNOBGNGB90MWyPEYQa4PM.html,"UP board exams 2018: Over 1.8 lakh students absent on first day, says official",
https://www.hindustantimes.com/education/cheques-balances-degrees-how-will-budget-2018-impact-higher-education/story-GOGvsoyZaHyQCLIBLMzhRP.html,"Cheques, balances, degrees: How will Budget 2018 impact higher education? ",
